02-16-2026 15:54:08 RAM 9798/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [3%@729,2%@729,21%@729,2%@729,3%@2112,3%@2112,31%@2112,2%@2112,2%@729,5%@729,2%@729,2%@729] GR3D_FREQ 0% cpu@41.875C soc2@37.093C soc0@38.062C tj@41.875C soc1@38.625C VDD_GPU_SOC 2804mW/2804mW VDD_CPU_CV 1201mW/1201mW VIN_SYS_5V0 4032mW/4032mW
02-17-2026 00:17:39 RAM 16901/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@2201,0%@2201,100%@2201,0%@2201,0%@729,0%@729,1%@729,0%@729] GR3D_FREQ 2% cpu@52.781C soc2@47.312C soc0@48.593C tj@52.781C soc1@49.5C VDD_GPU_SOC 3205mW/12813mW VDD_CPU_CV 2803mW/2055mW VIN_SYS_5V0 4536mW/6474mW
02-17-2026 00:17:42 RAM 17079/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@2201,0%@2201,100%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@52.5C soc2@47.187C soc0@48.531C tj@52.5C soc1@49.343C VDD_GPU_SOC 3205mW/12812mW VDD_CPU_CV 2803mW/2055mW VIN_SYS_5V0 4536mW/6473mW
02-17-2026 00:17:45 RAM 17101/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@2201,4%@2201,85%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@52.531C soc2@46.968C soc0@48.375C tj@52.531C soc1@49.437C VDD_GPU_SOC 2804mW/12811mW VDD_CPU_CV 2804mW/2055mW VIN_SYS_5V0 4536mW/6473mW
02-17-2026 00:17:48 RAM 14547/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [54%@729,1%@729,0%@729,0%@729,6%@729,4%@729,22%@729,0%@729,18%@2201,0%@2201,0%@2201,12%@2201] GR3D_FREQ 0% cpu@52.062C soc2@46.937C soc0@48.187C tj@52.062C soc1@49.375C VDD_GPU_SOC 2804mW/12810mW VDD_CPU_CV 2402mW/2055mW VIN_SYS_5V0 4334mW/6473mW
02-17-2026 00:17:51 RAM 14763/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [5%@729,4%@729,4%@729,5%@729,4%@2201,4%@2201,77%@2201,4%@2201,8%@729,4%@729,4%@729,5%@729] GR3D_FREQ 0% cpu@52.218C soc2@46.875C soc0@48.187C tj@52.218C soc1@49.187C VDD_GPU_SOC 2805mW/12809mW VDD_CPU_CV 2804mW/2055mW VIN_SYS_5V0 4435mW/6473mW
02-17-2026 00:17:54 RAM 14842/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,1%@729,0%@729,0%@729,0%@2201,0%@2201,100%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@52.187C soc2@46.812C soc0@48.093C tj@52.187C soc1@49.062C VDD_GPU_SOC 2804mW/12808mW VDD_CPU_CV 2403mW/2055mW VIN_SYS_5V0 4536mW/6473mW
02-17-2026 00:17:57 RAM 14988/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [3%@2112,24%@2112,2%@2112,2%@2112,2%@729,2%@729,58%@729,2%@729,2%@729,2%@729,2%@729,2%@729] GR3D_FREQ 0% cpu@51.812C soc2@46.687C soc0@48C tj@51.812C soc1@49.031C VDD_GPU_SOC 2804mW/12807mW VDD_CPU_CV 1201mW/2055mW VIN_SYS_5V0 4132mW/6472mW
02-17-2026 00:18:00 RAM 14989/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,2%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@51.281C soc2@46.562C soc0@47.843C tj@51.281C soc1@48.781C VDD_GPU_SOC 2403mW/12806mW VDD_CPU_CV 400mW/2055mW VIN_SYS_5V0 3735mW/6472mW
02-17-2026 00:18:03 RAM 14991/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@51.093C soc2@46.531C soc0@47.843C tj@51.093C soc1@48.75C VDD_GPU_SOC 2403mW/12805mW VDD_CPU_CV 400mW/2055mW VIN_SYS_5V0 3729mW/6472mW
02-17-2026 00:18:06 RAM 14991/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@51.031C soc2@46.312C soc0@47.812C tj@51.031C soc1@48.875C VDD_GPU_SOC 2403mW/12804mW VDD_CPU_CV 400mW/2055mW VIN_SYS_5V0 3735mW/6472mW
02-17-2026 00:18:09 RAM 15005/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,8%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@51C soc2@46.25C soc0@47.625C tj@51C soc1@48.781C VDD_GPU_SOC 2804mW/12803mW VDD_CPU_CV 801mW/2055mW VIN_SYS_5V0 3931mW/6471mW
02-17-2026 00:18:12 RAM 15026/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,14%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@50.875C soc2@46.125C soc0@47.437C tj@50.875C soc1@48.656C VDD_GPU_SOC 2403mW/12802mW VDD_CPU_CV 400mW/2055mW VIN_SYS_5V0 3729mW/6471mW
02-17-2026 00:18:15 RAM 15026/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@50.687C soc2@45.906C soc0@47.312C tj@50.687C soc1@48.5C VDD_GPU_SOC 2403mW/12801mW VDD_CPU_CV 400mW/2054mW VIN_SYS_5V0 3735mW/6471mW
02-17-2026 00:18:18 RAM 15030/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@50.593C soc2@45.875C soc0@47.218C tj@50.593C soc1@48.375C VDD_GPU_SOC 2403mW/12800mW VDD_CPU_CV 400mW/2054mW VIN_SYS_5V0 3729mW/6470mW
02-17-2026 00:18:21 RAM 15030/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [2%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@50.593C soc2@45.812C soc0@47.125C tj@50.593C soc1@48.25C VDD_GPU_SOC 2403mW/12799mW VDD_CPU_CV 400mW/2054mW VIN_SYS_5V0 3729mW/6470mW
02-17-2026 00:18:24 RAM 15031/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@50.437C soc2@45.812C soc0@47.062C tj@50.437C soc1@48.125C VDD_GPU_SOC 2403mW/12798mW VDD_CPU_CV 400mW/2054mW VIN_SYS_5V0 3735mW/6470mW
02-17-2026 00:18:27 RAM 15030/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@50.406C soc2@45.687C soc0@47.093C tj@50.406C soc1@48.062C VDD_GPU_SOC 2403mW/12797mW VDD_CPU_CV 400mW/2054mW VIN_SYS_5V0 3735mW/6470mW
02-17-2026 00:18:30 RAM 15030/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@50.343C soc2@45.625C soc0@47.062C tj@50.343C soc1@48.062C VDD_GPU_SOC 2403mW/12796mW VDD_CPU_CV 400mW/2054mW VIN_SYS_5V0 3735mW/6469mW
02-17-2026 00:18:33 RAM 15081/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,7%@729,10%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@50.343C soc2@45.5C soc0@46.781C tj@50.343C soc1@48C VDD_GPU_SOC 2403mW/12795mW VDD_CPU_CV 800mW/2053mW VIN_SYS_5V0 3931mW/6469mW
02-17-2026 00:18:36 RAM 15111/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@2201,45%@2201,1%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@50.75C soc2@45.593C soc0@46.781C tj@50.75C soc1@47.906C VDD_GPU_SOC 3205mW/12794mW VDD_CPU_CV 2403mW/2053mW VIN_SYS_5V0 4536mW/6469mW
02-17-2026 00:18:39 RAM 15563/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@2201,96%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@1420,0%@1420,0%@1420,0%@1420] GR3D_FREQ 8% cpu@50.968C soc2@45.562C soc0@46.718C tj@50.968C soc1@47.875C VDD_GPU_SOC 3605mW/12793mW VDD_CPU_CV 2402mW/2053mW VIN_SYS_5V0 4536mW/6469mW
02-17-2026 00:18:42 RAM 15634/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [2%@2201,49%@2201,42%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@51.093C soc2@45.593C soc0@46.687C tj@51.093C soc1@47.812C VDD_GPU_SOC 4008mW/12792mW VDD_CPU_CV 2804mW/2054mW VIN_SYS_5V0 5350mW/6469mW
02-17-2026 00:18:45 RAM 15635/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@2201,71%@2201,19%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 60% cpu@50.937C soc2@45.531C soc0@46.968C tj@50.937C soc1@47.812C VDD_GPU_SOC 4407mW/12791mW VDD_CPU_CV 2403mW/2054mW VIN_SYS_5V0 5653mW/6469mW
02-17-2026 00:18:48 RAM 15636/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@2201,41%@2201,52%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 60% cpu@50.875C soc2@45.625C soc0@46.718C tj@50.875C soc1@47.718C VDD_GPU_SOC 4407mW/12790mW VDD_CPU_CV 2403mW/2054mW VIN_SYS_5V0 5653mW/6468mW
02-17-2026 00:18:51 RAM 15639/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@2201,44%@2201,23%@2201,24%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 59% cpu@51.062C soc2@45.625C soc0@46.718C tj@51.062C soc1@47.843C VDD_GPU_SOC 4407mW/12789mW VDD_CPU_CV 2403mW/2054mW VIN_SYS_5V0 5653mW/6468mW
02-17-2026 00:18:54 RAM 15638/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@2201,32%@2201,38%@2201,18%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 61% cpu@50.843C soc2@45.531C soc0@46.718C tj@50.843C soc1@47.718C VDD_GPU_SOC 4407mW/12789mW VDD_CPU_CV 2403mW/2054mW VIN_SYS_5V0 5653mW/6468mW
02-17-2026 00:18:57 RAM 15919/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [6%@729,0%@729,74%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@50.312C soc2@45.468C soc0@46.656C tj@50.312C soc1@47.718C VDD_GPU_SOC 3206mW/12788mW VDD_CPU_CV 1602mW/2054mW VIN_SYS_5V0 4543mW/6468mW
02-17-2026 00:19:00 RAM 15920/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@50.093C soc2@45.156C soc0@46.562C tj@50.093C soc1@47.562C VDD_GPU_SOC 2804mW/12787mW VDD_CPU_CV 400mW/2053mW VIN_SYS_5V0 3735mW/6468mW
02-17-2026 00:19:03 RAM 15927/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49.968C soc2@45C soc0@46.5C tj@49.968C soc1@47.531C VDD_GPU_SOC 2403mW/12786mW VDD_CPU_CV 400mW/2053mW VIN_SYS_5V0 3729mW/6468mW
02-17-2026 00:19:06 RAM 15927/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49.75C soc2@45.093C soc0@46.343C tj@49.75C soc1@47.406C VDD_GPU_SOC 2403mW/12785mW VDD_CPU_CV 400mW/2053mW VIN_SYS_5V0 3729mW/6467mW
02-17-2026 00:19:09 RAM 15935/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49.812C soc2@45C soc0@46.437C tj@49.656C soc1@47.312C VDD_GPU_SOC 2403mW/12783mW VDD_CPU_CV 400mW/2053mW VIN_SYS_5V0 3729mW/6467mW
02-17-2026 00:19:12 RAM 15930/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49.656C soc2@44.937C soc0@46.437C tj@49.656C soc1@47.25C VDD_GPU_SOC 2403mW/12782mW VDD_CPU_CV 400mW/2053mW VIN_SYS_5V0 3729mW/6467mW
02-17-2026 00:19:15 RAM 15930/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49.625C soc2@44.875C soc0@46.187C tj@49.625C soc1@47.406C VDD_GPU_SOC 2403mW/12781mW VDD_CPU_CV 400mW/2053mW VIN_SYS_5V0 3729mW/6467mW
02-17-2026 00:19:18 RAM 15925/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,1%@729,1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49.531C soc2@44.75C soc0@46.187C tj@49.531C soc1@47.281C VDD_GPU_SOC 2403mW/12780mW VDD_CPU_CV 400mW/2053mW VIN_SYS_5V0 3830mW/6466mW
02-17-2026 00:19:21 RAM 16825/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@2201,0%@2201,96%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 2% cpu@50.031C soc2@44.875C soc0@46.156C tj@50.031C soc1@47.218C VDD_GPU_SOC 3205mW/12779mW VDD_CPU_CV 2402mW/2053mW VIN_SYS_5V0 4636mW/6466mW
02-17-2026 00:19:24 RAM 17030/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@2201,0%@2201,100%@2201,0%@2201,0%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 2% cpu@50.062C soc2@44.843C soc0@46.093C tj@50.062C soc1@47.218C VDD_GPU_SOC 3205mW/12778mW VDD_CPU_CV 2803mW/2053mW VIN_SYS_5V0 4536mW/6466mW
02-17-2026 00:19:27 RAM 17101/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [4%@2201,0%@2201,85%@2201,0%@2201,1%@729,0%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49.937C soc2@44.812C soc0@46C tj@49.937C soc1@47.156C VDD_GPU_SOC 3205mW/12778mW VDD_CPU_CV 2402mW/2053mW VIN_SYS_5V0 4636mW/6466mW
02-17-2026 00:19:30 RAM 14520/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@729,0%@729,56%@729,0%@729,0%@729,6%@729,0%@729,12%@729,48%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@49.843C soc2@44.75C soc0@45.968C tj@49.843C soc1@47C VDD_GPU_SOC 3205mW/12777mW VDD_CPU_CV 2403mW/2053mW VIN_SYS_5V0 4838mW/6466mW
02-17-2026 00:19:33 RAM 14739/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [39%@2201,9%@2201,4%@2201,8%@2201,25%@729,4%@729,5%@729,5%@729,9%@729,4%@729,4%@729,4%@729] GR3D_FREQ 0% cpu@50.125C soc2@45.062C soc0@46.187C tj@50.031C soc1@47.031C VDD_GPU_SOC 2804mW/12776mW VDD_CPU_CV 2803mW/2053mW VIN_SYS_5V0 4334mW/6465mW
02-17-2026 00:19:36 RAM 14815/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49.937C soc2@45C soc0@46.093C tj@49.937C soc1@47.218C VDD_GPU_SOC 2804mW/12775mW VDD_CPU_CV 2402mW/2053mW VIN_SYS_5V0 4435mW/6465mW
02-17-2026 00:19:39 RAM 14948/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [92%@2201,6%@2201,2%@2201,2%@2201,2%@729,2%@729,2%@729,2%@729,2%@729,2%@729,3%@729,2%@729] GR3D_FREQ 0% cpu@49.781C soc2@44.75C soc0@45.968C tj@49.781C soc1@47.093C VDD_GPU_SOC 4006mW/12774mW VDD_CPU_CV 2003mW/2053mW VIN_SYS_5V0 4435mW/6465mW
02-17-2026 00:19:42 RAM 14968/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,14%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49.343C soc2@44.468C soc0@45.875C tj@49.343C soc1@47.031C VDD_GPU_SOC 2403mW/12773mW VDD_CPU_CV 400mW/2053mW VIN_SYS_5V0 3729mW/6465mW
02-17-2026 00:19:45 RAM 14968/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49.218C soc2@44.468C soc0@45.812C tj@49.218C soc1@46.937C VDD_GPU_SOC 2403mW/12772mW VDD_CPU_CV 400mW/2052mW VIN_SYS_5V0 3735mW/6464mW
02-17-2026 00:19:48 RAM 14970/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49.25C soc2@44.406C soc0@45.687C tj@49.25C soc1@46.781C VDD_GPU_SOC 2403mW/12771mW VDD_CPU_CV 400mW/2052mW VIN_SYS_5V0 3729mW/6464mW
02-17-2026 00:19:51 RAM 14970/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49.093C soc2@44.406C soc0@45.656C tj@49.093C soc1@46.718C VDD_GPU_SOC 2403mW/12770mW VDD_CPU_CV 400mW/2052mW VIN_SYS_5V0 3735mW/6464mW
02-17-2026 00:19:54 RAM 15030/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@729,15%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49.125C soc2@44.468C soc0@45.812C tj@49.125C soc1@46.625C VDD_GPU_SOC 2403mW/12769mW VDD_CPU_CV 800mW/2052mW VIN_SYS_5V0 3931mW/6464mW
02-17-2026 00:19:57 RAM 15114/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [24%@729,7%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49.125C soc2@44.312C soc0@45.687C tj@49.125C soc1@46.625C VDD_GPU_SOC 2403mW/12768mW VDD_CPU_CV 800mW/2052mW VIN_SYS_5V0 3931mW/6463mW
02-17-2026 00:20:00 RAM 15145/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@2201,48%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49.625C soc2@44.343C soc0@45.656C tj@49.625C soc1@46.781C VDD_GPU_SOC 3205mW/12767mW VDD_CPU_CV 2402mW/2052mW VIN_SYS_5V0 4636mW/6463mW
02-17-2026 00:20:03 RAM 15636/62841MB (lfb 38x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@2201,96%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729] GR3D_FREQ 22% cpu@49.687C soc2@44.468C soc0@45.562C tj@49.687C soc1@46.718C VDD_GPU_SOC 3605mW/12766mW VDD_CPU_CV 2402mW/2052mW VIN_SYS_5V0 4745mW/6463mW
02-17-2026 00:20:06 RAM 15649/62841MB (lfb 38x4MB) SWAP 311/31420MB (cached 5MB) CPU [22%@2201,71%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 58% cpu@49.968C soc2@44.468C soc0@45.625C tj@49.968C soc1@46.625C VDD_GPU_SOC 4006mW/12765mW VDD_CPU_CV 2804mW/2052mW VIN_SYS_5V0 5350mW/6463mW
02-17-2026 00:20:09 RAM 15656/62841MB (lfb 38x4MB) SWAP 311/31420MB (cached 5MB) CPU [26%@2201,65%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 11% cpu@50C soc2@44.531C soc0@45.656C tj@50C soc1@46.687C VDD_GPU_SOC 4407mW/12764mW VDD_CPU_CV 2403mW/2052mW VIN_SYS_5V0 5653mW/6463mW
02-17-2026 00:20:12 RAM 15655/62841MB (lfb 38x4MB) SWAP 311/31420MB (cached 5MB) CPU [33%@2201,60%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 59% cpu@50.093C soc2@44.593C soc0@45.625C tj@50.093C soc1@46.656C VDD_GPU_SOC 4407mW/12763mW VDD_CPU_CV 2804mW/2052mW VIN_SYS_5V0 5653mW/6463mW
02-17-2026 00:20:15 RAM 15654/62841MB (lfb 38x4MB) SWAP 311/31420MB (cached 5MB) CPU [2%@2201,67%@2201,24%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 62% cpu@49.812C soc2@44.5C soc0@45.812C tj@49.812C soc1@46.593C VDD_GPU_SOC 4407mW/12762mW VDD_CPU_CV 2403mW/2052mW VIN_SYS_5V0 5653mW/6463mW
02-17-2026 00:20:18 RAM 15660/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [70%@2201,2%@2201,20%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 59% cpu@49.812C soc2@44.687C soc0@45.718C tj@49.812C soc1@46.937C VDD_GPU_SOC 4407mW/12762mW VDD_CPU_CV 2403mW/2052mW VIN_SYS_5V0 5653mW/6463mW
02-17-2026 00:20:21 RAM 15957/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [57%@2201,27%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@49.843C soc2@44.468C soc0@45.718C tj@49.843C soc1@46.843C VDD_GPU_SOC 3205mW/12761mW VDD_CPU_CV 1601mW/2052mW VIN_SYS_5V0 4745mW/6462mW
02-17-2026 00:20:24 RAM 16867/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [2%@2201,92%@2201,0%@2201,1%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 2% cpu@50.031C soc2@44.562C soc0@45.593C tj@50.031C soc1@46.75C VDD_GPU_SOC 3205mW/12760mW VDD_CPU_CV 2403mW/2052mW VIN_SYS_5V0 4636mW/6462mW
02-17-2026 00:20:27 RAM 17069/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [1%@2201,99%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,1%@729,0%@729] GR3D_FREQ 2% cpu@50.343C soc2@44.531C soc0@45.593C tj@50.343C soc1@46.687C VDD_GPU_SOC 3205mW/12759mW VDD_CPU_CV 2804mW/2052mW VIN_SYS_5V0 4536mW/6462mW
02-17-2026 00:20:30 RAM 17127/62841MB (lfb 37x4MB) SWAP 311/31420MB (cached 5MB) CPU [0%@2201,85%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,4%@729,0%@729,0%@729,0%@729] GR3D_FREQ 0% cpu@50.125C soc2@44.562C soc0@45.5C tj@50.125C soc1@46.687C VDD_GPU_SOC 3205mW/12758mW VDD_CPU_CV 2402mW/2052mW VIN_SYS_5V0 4636mW/6462mW
